0,-6.1970671,106.7534229
1,-6.1970412,106.7534174
2,-6.1979248,106.7589518
3,-6.2337812,106.7362012
4,-6.2338067,106.736185
5,-6.1970628,106.7534518
6,-6.2337825,106.7362
7,-6.3424705,106.737201
8,-6.1970392,106.7534045
9,-6.233778,106.736199
10,-6.342482,106.7371842
11,-6.197039,106.753421
12,-6.1970287,106.7540904
13,-6.34243,106.737105
14,-6.1970691,106.7534456
15,-6.3424394,106.7371487
16,-6.1971163,106.7534799
17,-6.197178,106.753426
18,-6.2335705,106.7362896
19,-6.2339036,106.7362903
20,-6.1970355,106.753393
21,-6.2338173,106.7361897
22,-6.233784,106.736196
23,-6.197124,106.753432
24,-6.2337783,106.7362
25,-6.3424848,106.7371714
26,-6.1971029,106.7534748
27,-6.2339439,106.736252
28,-6.2338623,106.7362032
29,-6.3425649,106.7372767
30,-6.3424322,106.7371157
31,-6.3424143,106.7371967
32,-6.3423852,106.7371853
33,-6.3424619,106.7371573
34,-6.2337964,106.7362085
35,-6.233796,106.736203
36,-6.2339535,106.7362709
37,-6.3424667,106.73716
38,-6.197029,106.753403
39,-6.1970509,106.7534313
40,-6.1970566,106.7534556
41,-6.3425167,106.7371367
42,-6.233824,106.736186
43,-6.233861,106.7361516
44,-6.233805,106.7361933
45,-6.23382,106.7362
46,-6.342405,106.7370533
47,-6.2337908,106.7361768
48,-6.197068,106.753454
49,-6.23381,106.7361967
