0,-6.233778,106.736199
1,-6.1970691,106.7534456
2,-6.34243,106.737105
3,-6.3424871,106.7371729
4,-6.3424619,106.7371573
5,-6.197029,106.753403
6,-6.23381,106.7361967
7,-6.2339439,106.736252
8,-6.1970392,106.7534045
9,-6.2335705,106.7362896
10,-6.233824,106.736186
11,-6.2339036,106.7362903
12,-6.1970287,106.7540904
13,-6.2337783,106.7362
14,-6.2337825,106.7362
15,-6.2338623,106.7362032
16,-6.3424322,106.7371157
17,-6.233796,106.736203
18,-6.3423852,106.7371853
19,-6.1970412,106.7534174
20,-6.2338067,106.736185
21,-6.197068,106.753454
22,-6.2337812,106.7362012
23,-6.197124,106.753432
24,-6.1970566,106.7534556
25,-6.197039,106.753421
26,-6.3425649,106.7372767
27,-6.1970509,106.7534313
28,-6.2338173,106.7361897
29,-6.3423482,106.7370933
30,-6.1979248,106.7589518
31,-6.342427,106.7372352
32,-6.23382,106.7362
33,-6.3424705,106.737201
34,-6.197178,106.753426
35,-6.2337872,106.7361964
36,-6.3424143,106.7371967
37,-6.3424394,106.7371487
38,-6.3425167,106.7371367
39,-6.1971163,106.7534799
40,-6.1970683,106.7534334
41,-6.1970628,106.7534518
42,-6.2339535,106.7362709
43,-6.233784,106.736196
44,-6.3424667,106.73716
45,-6.3424848,106.7371714
46,-6.2337964,106.7362085
47,-6.233805,106.7361933
48,-6.2337994,106.7362087
49,-6.1971029,106.7534748
50,-6.1970355,106.753393
51,-6.233861,106.7361516
52,-6.342405,106.7370533
53,-6.342482,106.7371842
54,-6.1970671,106.7534229
55,-6.2337908,106.7361768
56,-6.1970335,106.7533799
57,-6.3428811,106.7372517
58,-6.3423884,106.7372989
59,-6.3424919,106.737183
60,-6.1971946,106.753463
61,-6.2338067,106.736193
62,-6.3424829,106.7371804
63,-6.1957588,106.7514611
64,-6.3424851,106.7371716
65,-6.1970362,106.7534082
66,-6.1970317,106.7534123
67,-6.1947691,106.7507918
68,-6.3425083,106.73712
69,-6.3425329,106.737188
70,-6.1970452,106.7534226
71,-6.3424868,106.7371891
72,-6.2336983,106.7361817
73,-6.1970375,106.7534104
74,-6.1970294,106.7534061
75,-6.233789,106.736204
76,-6.3426015,106.7371577
77,-6.3425771,106.7370941
78,-6.3431434,106.731332
79,-6.2338233,106.7361771
80,-6.2402981,106.7391665
81,-6.1970721,106.7534817
82,-6.1970317,106.7534047
83,-6.3425052,106.7370863
84,-6.3424808,106.7371773
85,-6.1971155,106.7534375
86,-6.1971048,106.7535482
87,-6.3423884,106.7372989
88,-6.197033,106.75341
89,-6.3490959,106.7436948
90,-6.3424723,106.736947
91,-6.2392761,106.7524757
92,-6.197432,106.7514854
93,-6.2337314,106.7362355
94,-6.342388,106.7372955
